Fetching trades for KXTRUMPADMINLEAVE-26DEC31-PBON on April 1st–2nd, 2026...
Fetched 1000 trades (total so far: 1000)
Fetched 926 trades (total so far: 1926)

Total trades: 1926

Time (ET)                        Side    Contracts  Yes Price   No Price
2026-04-02 10:20:38.418120 EDT   no              3      0.71       0.29
2026-04-02 10:20:38.418120 EDT   no              1      0.69       0.31
2026-04-02 10:22:32.471858 EDT   yes            40      0.75       0.25
2026-04-02 10:22:32.471858 EDT   yes             3      0.74       0.26
2026-04-02 10:22:32.471858 EDT   yes            21      0.74       0.26
2026-04-02 10:22:32.471858 EDT   yes             7      0.74       0.26
2026-04-02 10:22:32.471858 EDT   yes            29      0.77       0.23
2026-04-02 10:22:32.471858 EDT   yes            11      0.77       0.23
2026-04-02 10:22:32.471858 EDT   yes             3      0.75       0.25
2026-04-02 10:22:32.471858 EDT   yes           107      0.75       0.25
2026-04-02 10:22:32.471858 EDT   yes             3      0.77       0.23
2026-04-02 10:22:32.471858 EDT   yes           118      0.74       0.26
2026-04-02 10:22:32.471858 EDT   yes           107      0.75       0.25
2026-04-02 10:22:32.471858 EDT   yes            20      0.75       0.25
2026-04-02 10:22:32.471858 EDT   yes            64      0.77       0.23
2026-04-02 10:22:32.471858 EDT   yes           250      0.76       0.24
2026-04-02 10:22:32.471858 EDT   yes           200      0.75       0.25
2026-04-02 10:22:34.105699 EDT   no             10      0.77       0.23
2026-04-02 10:22:35.616579 EDT   yes             2      0.78       0.22
2026-04-02 10:22:35.616579 EDT   yes            29      0.78       0.22
2026-04-02 10:28:54.823501 EDT   yes            81      0.78       0.22
2026-04-02 10:28:54.823501 EDT   yes          2000      0.79       0.21
2026-04-02 10:28:54.823501 EDT   yes           200      0.78       0.22
2026-04-02 10:28:54.823501 EDT   yes           129      0.79       0.21
2026-04-02 10:28:54.823501 EDT   yes           163      0.78       0.22
2026-04-02 10:29:02.254235 EDT   yes            20      0.80       0.20
2026-04-02 10:29:02.254235 EDT   yes            20      0.80       0.20
2026-04-02 10:29:02.254235 EDT   yes            20      0.80       0.20
2026-04-02 10:29:02.254235 EDT   yes            15      0.80       0.20
2026-04-02 10:29:02.254235 EDT   yes             2      0.80       0.20
2026-04-02 10:29:02.254235 EDT   yes            25      0.80       0.20
2026-04-02 10:29:32.505712 EDT   yes          1169      0.84       0.16
2026-04-02 10:29:32.505712 EDT   yes             3      0.81       0.19
2026-04-02 10:29:32.505712 EDT   yes             5      0.83       0.17
2026-04-02 10:30:05.146287 EDT   no              2      0.79       0.21
2026-04-02 10:30:22.870000 EDT   yes             8      0.79       0.21
2026-04-02 10:30:33.415067 EDT   yes            20      0.84       0.16
2026-04-02 10:30:43.922765 EDT   yes             1      0.82       0.18
2026-04-02 10:30:51.756124 EDT   no             10      0.79       0.21
2026-04-02 10:31:53.085023 EDT   yes            11      0.83       0.17
2026-04-02 10:31:56.291411 EDT   yes           811      0.84       0.16
2026-04-02 10:31:56.291411 EDT   yes            97      0.83       0.17
2026-04-02 10:31:56.291411 EDT   yes             1      0.84       0.16
2026-04-02 10:32:15.085953 EDT   no              8      0.84       0.16
2026-04-02 10:32:57.677156 EDT   yes             2      0.85       0.15
2026-04-02 10:33:26.786387 EDT   no              2      0.84       0.16
2026-04-02 10:35:13.740618 EDT   yes             5      0.85       0.15
2026-04-02 10:35:28.274330 EDT   yes             5      0.85       0.15
2026-04-02 10:35:28.274330 EDT   yes            23      0.85       0.15
2026-04-02 10:35:28.274330 EDT   yes           921      0.85       0.15
2026-04-02 10:35:28.274330 EDT   yes             1      0.85       0.15
2026-04-02 10:35:45.156929 EDT   yes            27      0.85       0.15
2026-04-02 10:35:45.156929 EDT   yes            18      0.86       0.14
2026-04-02 10:35:54.930552 EDT   no             39      0.85       0.15
2026-04-02 10:36:37.308403 EDT   yes            28      0.86       0.14
2026-04-02 10:36:38.115148 EDT   no              5      0.85       0.15
2026-04-02 10:36:38.115148 EDT   no              4      0.85       0.15
2026-04-02 10:36:53.916293 EDT   yes            25      0.86       0.14
2026-04-02 10:37:40.004237 EDT   no              6      0.85       0.15
2026-04-02 10:37:48.993576 EDT   yes           100      0.86       0.14
2026-04-02 10:37:48.993576 EDT   yes           129      0.86       0.14
2026-04-02 10:38:07.961197 EDT   no              3      0.87       0.13
2026-04-02 10:38:46.593496 EDT   yes             1      0.88       0.12
2026-04-02 10:38:49.295956 EDT   yes          1499      0.88       0.12
2026-04-02 10:39:13.660371 EDT   no              7      0.89       0.11
2026-04-02 10:40:39.934003 EDT   no             14      0.89       0.11
2026-04-02 10:40:39.934003 EDT   no             13      0.89       0.11
2026-04-02 10:40:53.983680 EDT   no              1      0.88       0.12
2026-04-02 10:40:53.983680 EDT   no             25      0.89       0.11
2026-04-02 10:40:53.983680 EDT   no             31      0.88       0.12
2026-04-02 10:40:53.983680 EDT   no             10      0.89       0.11
2026-04-02 10:41:17.034658 EDT   yes             1      0.90       0.10
2026-04-02 10:41:17.034658 EDT   yes            54      0.90       0.10
2026-04-02 10:41:17.034658 EDT   yes          1201      0.92       0.08
2026-04-02 10:41:17.034658 EDT   yes            50      0.90       0.10
2026-04-02 10:41:17.034658 EDT   yes            13      0.90       0.10
2026-04-02 10:41:17.034658 EDT   yes             3      0.90       0.10
2026-04-02 10:41:17.034658 EDT   yes            20      0.92       0.08
2026-04-02 10:41:17.034658 EDT   yes            50      0.90       0.10
2026-04-02 10:41:39.649037 EDT   yes            71      0.92       0.08
2026-04-02 10:41:39.649037 EDT   yes            20      0.91       0.09
2026-04-02 10:42:22.280374 EDT   no             16      0.90       0.10
2026-04-02 10:42:34.561892 EDT   no              4      0.89       0.11
2026-04-02 10:42:34.561892 EDT   no             54      0.89       0.11
2026-04-02 10:42:42.812579 EDT   no            122      0.88       0.12
2026-04-02 10:45:40.177881 EDT   no             10      0.89       0.11
2026-04-02 10:45:52.301635 EDT   no             14      0.89       0.11
2026-04-02 10:45:52.301635 EDT   no              2      0.89       0.11
2026-04-02 10:46:11.776004 EDT   yes            40      0.91       0.09
2026-04-02 10:46:30.475907 EDT   no             20      0.90       0.10
2026-04-02 10:46:42.779887 EDT   yes             2      0.91       0.09
2026-04-02 10:46:47.530053 EDT   yes            74      0.92       0.08
2026-04-02 10:46:47.530053 EDT   yes            23      0.91       0.09
2026-04-02 10:46:47.530053 EDT   yes            85      0.91       0.09
2026-04-02 10:46:58.243342 EDT   no             15      0.90       0.10
2026-04-02 10:47:03.869263 EDT   yes            10      0.91       0.09
2026-04-02 10:47:23.862207 EDT   yes            22      0.91       0.09
2026-04-02 10:47:53.998800 EDT   no              1      0.91       0.09
2026-04-02 10:48:04.511684 EDT   no             20      0.91       0.09
2026-04-02 10:48:05.711252 EDT   no            533      0.91       0.09
2026-04-02 10:48:12.362942 EDT   yes             5      0.92       0.08
2026-04-02 10:48:20.696327 EDT   yes            27      0.92       0.08
2026-04-02 10:48:34.053302 EDT   no            201      0.91       0.09
2026-04-02 10:51:28.881894 EDT   no            167      0.91       0.09
2026-04-02 10:52:27.394242 EDT   no             28      0.91       0.09
2026-04-02 10:52:30.975879 EDT   no              9      0.91       0.09
2026-04-02 10:53:52.433215 EDT   no             10      0.91       0.09
2026-04-02 10:53:53.391786 EDT   no             10      0.91       0.09
2026-04-02 10:54:00.592003 EDT   no             14      0.91       0.09
2026-04-02 10:54:08.827155 EDT   no            150      0.91       0.09
2026-04-02 10:54:28.667845 EDT   no              7      0.91       0.09
2026-04-02 10:56:26.901872 EDT   no             18      0.91       0.09
2026-04-02 10:57:37.396332 EDT   yes           100      0.92       0.08
2026-04-02 10:58:27.134143 EDT   no             10      0.91       0.09
2026-04-02 10:59:15.988012 EDT   yes            31      0.92       0.08
2026-04-02 11:00:06.056713 EDT   no             30      0.91       0.09
2026-04-02 11:00:31.591764 EDT   yes             5      0.92       0.08
2026-04-02 11:01:17.849199 EDT   no            567      0.91       0.09
2026-04-02 11:01:40.647237 EDT   no             19      0.91       0.09
2026-04-02 11:01:52.975527 EDT   no              2      0.91       0.09
2026-04-02 11:01:57.508708 EDT   no              9      0.91       0.09
2026-04-02 11:02:00.884548 EDT   yes           212      0.92       0.08
2026-04-02 11:03:21.366909 EDT   no             89      0.88       0.12
2026-04-02 11:03:21.366909 EDT   no             24      0.89       0.11
2026-04-02 11:03:21.366909 EDT   no            101      0.90       0.10
2026-04-02 11:03:21.366909 EDT   no              3      0.91       0.09
2026-04-02 11:03:21.366909 EDT   no            136      0.91       0.09
2026-04-02 11:03:47.686122 EDT   no              2      0.89       0.11
2026-04-02 11:03:57.458290 EDT   no            250      0.88       0.12
2026-04-02 11:03:57.458290 EDT   no             54      0.88       0.12
2026-04-02 11:04:22.220910 EDT   yes             5      0.88       0.12
2026-04-02 11:04:24.637555 EDT   no            100      0.87       0.13
2026-04-02 11:04:35.324814 EDT   no             12      0.86       0.14
2026-04-02 11:05:11.794530 EDT   no              1      0.86       0.14
2026-04-02 11:05:25.055814 EDT   no             82      0.86       0.14
2026-04-02 11:05:55.758756 EDT   no              1      0.86       0.14
2026-04-02 11:06:26.453370 EDT   no              8      0.86       0.14
2026-04-02 11:06:40.033887 EDT   no              1      0.86       0.14
2026-04-02 11:06:43.269969 EDT   yes             2      0.87       0.13
2026-04-02 11:06:59.670250 EDT   yes            11      0.87       0.13
2026-04-02 11:07:18.156462 EDT   no              1      0.86       0.14
2026-04-02 11:07:57.495328 EDT   no              1      0.86       0.14
2026-04-02 11:08:18.889187 EDT   yes             7      0.87       0.13
2026-04-02 11:09:35.824376 EDT   no             29      0.86       0.14
2026-04-02 11:09:35.824376 EDT   no              4      0.86       0.14
2026-04-02 11:09:43.342259 EDT   no             71      0.86       0.14
2026-04-02 11:09:43.342259 EDT   no              5      0.86       0.14
2026-04-02 11:09:51.850360 EDT   yes            34      0.86       0.14
2026-04-02 11:09:54.263558 EDT   yes            10      0.86       0.14
2026-04-02 11:09:59.898558 EDT   yes            67      0.86       0.14
2026-04-02 11:10:51.415777 EDT   no              3      0.85       0.15
2026-04-02 11:11:35.105566 EDT   no             98      0.85       0.15
2026-04-02 11:12:30.706761 EDT   yes            93      0.86       0.14
2026-04-02 11:12:47.773513 EDT   yes             1      0.86       0.14
2026-04-02 11:14:27.990143 EDT   yes            11      0.86       0.14
2026-04-02 11:15:53.326274 EDT   yes            10      0.86       0.14
2026-04-02 11:16:25.174488 EDT   yes            20      0.87       0.13
2026-04-02 11:16:25.174488 EDT   yes             3      0.87       0.13
2026-04-02 11:16:25.174488 EDT   yes            41      0.87       0.13
2026-04-02 11:16:25.174488 EDT   yes            33      0.87       0.13
2026-04-02 11:16:26.723457 EDT   yes             4      0.87       0.13
2026-04-02 11:17:22.468364 EDT   yes            11      0.87       0.13
2026-04-02 11:18:28.320422 EDT   no             40      0.86       0.14
2026-04-02 11:19:12.133975 EDT   yes            40      0.87       0.13
2026-04-02 11:19:12.133975 EDT   yes            89      0.87       0.13
2026-04-02 11:19:12.133975 EDT   yes            21      0.87       0.13
2026-04-02 11:19:57.030471 EDT   no             10      0.86       0.14
2026-04-02 11:20:28.621058 EDT   yes            44      0.88       0.12
2026-04-02 11:21:04.494401 EDT   yes             3      0.87       0.13
2026-04-02 11:21:48.952219 EDT   yes             2      0.88       0.12
2026-04-02 11:21:56.453173 EDT   yes             1      0.88       0.12
2026-04-02 11:22:22.681938 EDT   yes             6      0.88       0.12
2026-04-02 11:22:25.767705 EDT   no             16      0.86       0.14
2026-04-02 11:22:25.767705 EDT   no             12      0.86       0.14
2026-04-02 11:22:25.767705 EDT   no              6      0.86       0.14
2026-04-02 11:22:25.767705 EDT   no             15      0.86       0.14
2026-04-02 11:23:47.079230 EDT   yes             5      0.88       0.12
2026-04-02 11:23:47.079230 EDT   yes            12      0.87       0.13
2026-04-02 11:23:49.929867 EDT   yes            15      0.88       0.12
2026-04-02 11:23:50.659611 EDT   yes            55      0.88       0.12
2026-04-02 11:24:19.492719 EDT   yes             4      0.87       0.13
2026-04-02 11:24:57.021696 EDT   yes             1      0.87       0.13
2026-04-02 11:25:03.290995 EDT   yes            45      0.87       0.13
2026-04-02 11:25:03.290995 EDT   yes            17      0.87       0.13
2026-04-02 11:26:58.156767 EDT   yes            11      0.88       0.12
2026-04-02 11:28:14.765232 EDT   yes           100      0.88       0.12
2026-04-02 11:30:23.996031 EDT   yes            44      0.88       0.12
2026-04-02 11:30:43.029267 EDT   no             12      0.86       0.14
2026-04-02 11:30:43.029267 EDT   no             12      0.86       0.14
2026-04-02 11:30:43.029267 EDT   no             23      0.86       0.14
2026-04-02 11:30:43.029267 EDT   no             13      0.86       0.14
2026-04-02 11:31:16.565520 EDT   yes             6      0.88       0.12
2026-04-02 11:31:25.304377 EDT   yes            15      0.88       0.12
2026-04-02 11:31:25.304377 EDT   yes            15      0.88       0.12
2026-04-02 11:31:25.304377 EDT   yes           102      0.88       0.12
2026-04-02 11:32:55.059420 EDT   yes             1      0.89       0.11
2026-04-02 11:34:32.041025 EDT   yes             1      0.89       0.11
2026-04-02 11:34:53.886148 EDT   yes            32      0.89       0.11
2026-04-02 11:34:53.886148 EDT   yes            23      0.89       0.11
2026-04-02 11:34:53.886148 EDT   yes            40      0.89       0.11
2026-04-02 11:34:53.886148 EDT   yes            16      0.89       0.11
2026-04-02 11:34:53.886148 EDT   yes           127      0.89       0.11
2026-04-02 11:34:53.886148 EDT   yes            17      0.89       0.11
2026-04-02 11:34:53.886148 EDT   yes            14      0.89       0.11
2026-04-02 11:34:53.886148 EDT   yes            40      0.89       0.11
2026-04-02 11:35:03.327834 EDT   yes             2      0.89       0.11
2026-04-02 11:35:19.273865 EDT   yes            41      0.89       0.11
2026-04-02 11:35:29.477441 EDT   yes             4      0.89       0.11
2026-04-02 11:35:29.477441 EDT   yes            43      0.89       0.11
2026-04-02 11:36:24.887350 EDT   no              2      0.87       0.13
2026-04-02 11:36:57.138671 EDT   yes             1      0.87       0.13
2026-04-02 11:37:03.372149 EDT   yes             5      0.87       0.13
2026-04-02 11:37:07.333417 EDT   yes            56      0.87       0.13
2026-04-02 11:37:36.586147 EDT   yes             1      0.87       0.13
2026-04-02 11:37:57.785140 EDT   no             10      0.86       0.14
2026-04-02 11:38:00.595308 EDT   no             33      0.86       0.14
2026-04-02 11:38:04.822158 EDT   yes            22      0.87       0.13
2026-04-02 11:38:49.063051 EDT   yes            17      0.87       0.13
2026-04-02 11:38:58.296678 EDT   yes            17      0.87       0.13
2026-04-02 11:38:58.296678 EDT   yes           566      0.87       0.13
2026-04-02 11:39:27.021566 EDT   yes             5      0.88       0.12
2026-04-02 11:39:52.579368 EDT   no             21      0.86       0.14
2026-04-02 11:39:52.579368 EDT   no             42      0.86       0.14
2026-04-02 11:39:52.579368 EDT   no             61      0.85       0.15
2026-04-02 11:39:52.579368 EDT   no             20      0.86       0.14
2026-04-02 11:39:52.579368 EDT   no             53      0.86       0.14
2026-04-02 11:41:34.578584 EDT   no             42      0.87       0.13
2026-04-02 11:42:08.233001 EDT   no              9      0.87       0.13
2026-04-02 11:42:46.103182 EDT   yes            24      0.89       0.11
2026-04-02 11:44:36.483730 EDT   yes            10      0.89       0.11
2026-04-02 11:45:10.933002 EDT   no             20      0.88       0.12
2026-04-02 11:45:48.211149 EDT   no              6      0.88       0.12
2026-04-02 11:46:09.235224 EDT   yes             6      0.89       0.11
2026-04-02 11:46:15.698223 EDT   no              3      0.88       0.12
2026-04-02 11:46:16.620796 EDT   no             38      0.88       0.12
2026-04-02 11:46:16.620796 EDT   no            124      0.87       0.13
2026-04-02 11:46:43.156382 EDT   yes            40      0.89       0.11
2026-04-02 11:47:22.963797 EDT   yes            15      0.89       0.11
2026-04-02 11:47:22.963797 EDT   yes             2      0.89       0.11
2026-04-02 11:47:22.963797 EDT   yes            53      0.89       0.11
2026-04-02 11:47:22.963797 EDT   yes            10      0.89       0.11
2026-04-02 11:47:38.727844 EDT   yes             1      0.90       0.10
2026-04-02 11:47:38.727844 EDT   yes          1499      0.90       0.10
2026-04-02 11:47:44.557405 EDT   no              3      0.89       0.11
2026-04-02 11:47:44.783154 EDT   yes             3      0.90       0.10
2026-04-02 11:48:57.602797 EDT   yes             1      0.89       0.11
2026-04-02 11:51:10.535709 EDT   yes            51      0.90       0.10
2026-04-02 11:51:10.535709 EDT   yes             4      0.89       0.11
2026-04-02 11:52:26.183401 EDT   no              2      0.88       0.12
2026-04-02 11:52:48.349499 EDT   yes            54      0.90       0.10
2026-04-02 11:53:08.579764 EDT   yes             3      0.90       0.10
2026-04-02 11:53:08.579764 EDT   yes            13      0.90       0.10
2026-04-02 11:53:08.579764 EDT   yes            98      0.90       0.10
2026-04-02 11:53:08.579764 EDT   yes           297      0.90       0.10
2026-04-02 11:53:08.579764 EDT   yes            23      0.90       0.10
2026-04-02 11:54:21.461731 EDT   no              9      0.89       0.11
2026-04-02 11:54:29.653289 EDT   yes             2      0.90       0.10
2026-04-02 11:54:29.653289 EDT   yes             5      0.90       0.10
2026-04-02 11:54:35.375694 EDT   yes            15      0.91       0.09
2026-04-02 11:54:41.522664 EDT   yes            21      0.91       0.09
2026-04-02 11:55:15.599688 EDT   yes             5      0.91       0.09
2026-04-02 11:56:08.886064 EDT   yes            16      0.91       0.09
2026-04-02 11:56:13.809575 EDT   yes            57      0.91       0.09
2026-04-02 11:56:13.809575 EDT   yes            43      0.91       0.09
2026-04-02 11:56:23.270356 EDT   no             38      0.90       0.10
2026-04-02 11:57:33.947778 EDT   no             33      0.89       0.11
2026-04-02 11:57:33.947778 EDT   no            103      0.89       0.11
2026-04-02 11:57:33.947778 EDT   no             46      0.90       0.10
2026-04-02 11:57:33.947778 EDT   no              7      0.90       0.10
2026-04-02 11:57:45.592598 EDT   yes            43      0.91       0.09
2026-04-02 11:57:45.592598 EDT   yes            10      0.91       0.09
2026-04-02 11:57:45.592598 EDT   yes             9      0.91       0.09
2026-04-02 11:57:45.592598 EDT   yes             7      0.91       0.09
2026-04-02 11:57:45.592598 EDT   yes            18      0.91       0.09
2026-04-02 11:58:54.359972 EDT   yes             1      0.91       0.09
2026-04-02 11:59:08.498063 EDT   no              7      0.90       0.10
2026-04-02 11:59:19.090409 EDT   no            397      0.89       0.11
2026-04-02 11:59:19.090409 EDT   no             41      0.89       0.11
2026-04-02 11:59:35.435453 EDT   no             25      0.88       0.12
2026-04-02 11:59:35.435453 EDT   no             17      0.88       0.12
2026-04-02 11:59:35.435453 EDT   no             25      0.88       0.12
2026-04-02 11:59:35.435453 EDT   no             42      0.88       0.12
2026-04-02 11:59:51.213854 EDT   yes             2      0.90       0.10
2026-04-02 12:00:18.596637 EDT   yes            10      0.90       0.10
2026-04-02 12:00:18.596637 EDT   yes             6      0.90       0.10
2026-04-02 12:00:32.071079 EDT   yes             8      0.90       0.10
2026-04-02 12:00:32.071079 EDT   yes            44      0.90       0.10
2026-04-02 12:00:56.735369 EDT   no              2      0.88       0.12
2026-04-02 12:00:56.735369 EDT   no             13      0.87       0.13
2026-04-02 12:01:08.860663 EDT   no              9      0.87       0.13
2026-04-02 12:01:10.020140 EDT   yes            34      0.91       0.09
2026-04-02 12:01:10.020140 EDT   yes           181      0.91       0.09
2026-04-02 12:01:15.197279 EDT   no             19      0.88       0.12
2026-04-02 12:01:24.784513 EDT   no             25      0.89       0.11
2026-04-02 12:01:42.007186 EDT   no             25      0.89       0.11
2026-04-02 12:01:57.632880 EDT   no              2      0.89       0.11
2026-04-02 12:02:02.104440 EDT   yes            20      0.90       0.10
2026-04-02 12:02:12.688136 EDT   no             14      0.88       0.12
2026-04-02 12:02:15.178264 EDT   no             20      0.88       0.12
2026-04-02 12:02:15.178264 EDT   no             69      0.88       0.12
2026-04-02 12:02:27.691514 EDT   no             20      0.88       0.12
2026-04-02 12:02:30.848943 EDT   no             20      0.88       0.12
2026-04-02 12:02:48.349780 EDT   no            666      0.87       0.13
2026-04-02 12:02:57.967532 EDT   yes             7      0.90       0.10
2026-04-02 12:02:57.967532 EDT   yes             3      0.90       0.10
2026-04-02 12:03:09.826454 EDT   no             19      0.88       0.12
2026-04-02 12:03:17.154295 EDT   no              1      0.88       0.12
2026-04-02 12:03:35.092984 EDT   yes             2      0.90       0.10
2026-04-02 12:03:45.829088 EDT   no             13      0.88       0.12
2026-04-02 12:04:01.983460 EDT   yes            22      0.88       0.12
2026-04-02 12:04:14.255599 EDT   no             52      0.87       0.13
2026-04-02 12:04:56.756574 EDT   yes            15      0.88       0.12
2026-04-02 12:04:57.418596 EDT   no             25      0.88       0.12
2026-04-02 12:05:14.194843 EDT   yes            89      0.90       0.10
2026-04-02 12:05:14.194843 EDT   yes            15      0.90       0.10
2026-04-02 12:05:14.194843 EDT   yes             6      0.90       0.10
2026-04-02 12:05:21.050047 EDT   no             48      0.88       0.12
2026-04-02 12:05:25.272319 EDT   yes            25      0.90       0.10
2026-04-02 12:05:25.272319 EDT   yes           138      0.90       0.10
2026-04-02 12:05:25.272319 EDT   yes             7      0.90       0.10
2026-04-02 12:05:25.272319 EDT   yes           311      0.90       0.10
2026-04-02 12:05:42.580726 EDT   no             49      0.88       0.12
2026-04-02 12:05:50.840062 EDT   no             50      0.88       0.12
2026-04-02 12:07:27.639098 EDT   yes             1      0.90       0.10
2026-04-02 12:08:08.350636 EDT   yes             1      0.90       0.10
2026-04-02 12:10:07.204137 EDT   no             14      0.88       0.12
2026-04-02 12:13:23.530249 EDT   yes            21      0.89       0.11
2026-04-02 12:13:40.239675 EDT   yes             4      0.89       0.11
2026-04-02 12:13:41.137569 EDT   no             30      0.88       0.12
2026-04-02 12:13:59.573380 EDT   no              4      0.88       0.12
2026-04-02 12:13:59.573380 EDT   no             45      0.88       0.12
2026-04-02 12:17:10.831142 EDT   no             20      0.88       0.12
2026-04-02 12:19:57.554759 EDT   yes             6      0.89       0.11
2026-04-02 12:20:09.004178 EDT   no              2      0.88       0.12
2026-04-02 12:20:22.540611 EDT   yes            10      0.89       0.11
2026-04-02 12:20:22.540611 EDT   yes            23      0.89       0.11
2026-04-02 12:20:22.540611 EDT   yes             7      0.89       0.11
2026-04-02 12:20:22.540611 EDT   yes            20      0.89       0.11
2026-04-02 12:20:22.540611 EDT   yes            20      0.89       0.11
2026-04-02 12:20:25.108521 EDT   no             41      0.89       0.11
2026-04-02 12:20:42.520629 EDT   no            200      0.89       0.11
2026-04-02 12:21:11.252560 EDT   yes            10      0.90       0.10
2026-04-02 12:21:24.940927 EDT   yes            12      0.90       0.10
2026-04-02 12:21:24.940927 EDT   yes           400      0.90       0.10
2026-04-02 12:21:24.940927 EDT   yes            72      0.90       0.10
2026-04-02 12:21:24.940927 EDT   yes            17      0.90       0.10
2026-04-02 12:21:24.940927 EDT   yes            55      0.90       0.10
2026-04-02 12:21:24.940927 EDT   yes            29      0.90       0.10
2026-04-02 12:21:24.940927 EDT   yes            10      0.90       0.10
2026-04-02 12:21:24.940927 EDT   yes             6      0.90       0.10
2026-04-02 12:21:24.940927 EDT   yes            10      0.90       0.10
2026-04-02 12:22:19.544518 EDT   yes             1      0.91       0.09
2026-04-02 12:22:38.730173 EDT   no             18      0.90       0.10
2026-04-02 12:23:40.842320 EDT   yes           107      0.91       0.09
2026-04-02 12:24:40.435796 EDT   no              1      0.90       0.10
2026-04-02 12:25:39.021819 EDT   yes           107      0.91       0.09
2026-04-02 12:28:03.317954 EDT   yes             3      0.91       0.09
2026-04-02 12:28:03.317954 EDT   yes            10      0.91       0.09
2026-04-02 12:28:14.662312 EDT   yes             1      0.92       0.08
2026-04-02 12:28:37.716970 EDT   no              1      0.91       0.09
2026-04-02 12:28:59.288356 EDT   no              9      0.91       0.09
2026-04-02 12:29:31.969454 EDT   yes             2      0.92       0.08
2026-04-02 12:29:48.282463 EDT   yes            26      0.92       0.08
2026-04-02 12:30:21.538912 EDT   yes             5      0.92       0.08
2026-04-02 12:30:38.892649 EDT   no            227      0.91       0.09
2026-04-02 12:30:53.601270 EDT   yes           137      0.92       0.08
2026-04-02 12:30:53.601270 EDT   yes            10      0.92       0.08
2026-04-02 12:30:53.601270 EDT   yes            20      0.92       0.08
2026-04-02 12:30:53.852253 EDT   no            227      0.91       0.09
2026-04-02 12:31:10.764992 EDT   yes             2      0.92       0.08
2026-04-02 12:31:12.318943 EDT   no            227      0.91       0.09
2026-04-02 12:32:21.764908 EDT   no            212      0.91       0.09
2026-04-02 12:32:45.084500 EDT   no             11      0.91       0.09
2026-04-02 12:33:11.524468 EDT   no             95      0.92       0.08
2026-04-02 12:33:27.944157 EDT   no            164      0.91       0.09
2026-04-02 12:33:28.560125 EDT   no            227      0.91       0.09
2026-04-02 12:33:29.582794 EDT   no              2      0.91       0.09
2026-04-02 12:33:33.410483 EDT   yes             1      0.93       0.07
2026-04-02 12:33:33.410483 EDT   yes            20      0.93       0.07
2026-04-02 12:35:06.575594 EDT   no             20      0.91       0.09
2026-04-02 12:37:26.960210 EDT   yes            30      0.92       0.08
2026-04-02 12:37:26.960210 EDT   yes            77      0.93       0.07
2026-04-02 12:37:51.991667 EDT   no            100      0.91       0.09
2026-04-02 12:37:59.938815 EDT   yes            42      0.93       0.07
2026-04-02 12:39:19.996802 EDT   no             29      0.91       0.09
2026-04-02 12:39:29.134589 EDT   no              1      0.91       0.09
2026-04-02 12:39:29.134589 EDT   no             10      0.91       0.09
2026-04-02 12:39:29.134589 EDT   no             10      0.90       0.10
2026-04-02 12:39:29.134589 EDT   no            531      0.91       0.09
2026-04-02 12:39:29.134589 EDT   no             64      0.91       0.09
2026-04-02 12:39:29.134589 EDT   no            259      0.89       0.11
2026-04-02 12:39:29.134589 EDT   no             65      0.92       0.08
2026-04-02 12:39:29.134589 EDT   no             40      0.91       0.09
2026-04-02 12:40:24.258087 EDT   yes             3      0.91       0.09
2026-04-02 12:40:51.770128 EDT   yes            10      0.91       0.09
2026-04-02 12:43:22.421337 EDT   yes             1      0.91       0.09
2026-04-02 12:43:38.043134 EDT   yes             1      0.91       0.09
2026-04-02 12:43:49.745608 EDT   yes            40      0.91       0.09
2026-04-02 12:44:06.641556 EDT   no              3      0.90       0.10
2026-04-02 12:44:06.641556 EDT   no              6      0.89       0.11
2026-04-02 12:44:13.173616 EDT   yes             1      0.91       0.09
2026-04-02 12:45:16.366435 EDT   yes           344      0.91       0.09
2026-04-02 12:45:16.366435 EDT   yes            48      0.91       0.09
2026-04-02 12:45:16.366435 EDT   yes             3      0.91       0.09
2026-04-02 12:45:16.366435 EDT   yes            10      0.91       0.09
2026-04-02 12:45:16.366435 EDT   yes             1      0.91       0.09
2026-04-02 12:45:46.899193 EDT   no              5      0.89       0.11
2026-04-02 12:46:31.148955 EDT   yes            18      0.92       0.08
2026-04-02 12:47:41.883308 EDT   yes             1      0.92       0.08
2026-04-02 12:47:41.883308 EDT   yes            55      0.92       0.08
2026-04-02 12:47:41.883308 EDT   yes            23      0.92       0.08
2026-04-02 12:47:41.883308 EDT   yes            86      0.92       0.08
2026-04-02 12:48:04.300154 EDT   no             12      0.92       0.08
2026-04-02 12:48:04.300154 EDT   no             35      0.92       0.08
2026-04-02 12:48:04.985275 EDT   yes             8      0.95       0.05
2026-04-02 12:48:04.985275 EDT   yes           150      0.95       0.05
2026-04-02 12:48:04.985275 EDT   yes           125      0.93       0.07
2026-04-02 12:48:04.985275 EDT   yes           100      0.93       0.07
2026-04-02 12:48:04.985275 EDT   yes           111      0.93       0.07
2026-04-02 12:48:04.985275 EDT   yes           100      0.95       0.05
2026-04-02 12:48:04.985275 EDT   yes            23      0.93       0.07
2026-04-02 12:48:04.985275 EDT   yes           250      0.95       0.05
2026-04-02 12:48:04.985275 EDT   yes           100      0.93       0.07
2026-04-02 12:48:04.985275 EDT   yes            67      0.93       0.07
2026-04-02 12:48:04.985275 EDT   yes             7      0.95       0.05
